questao,exercicio,qtd
1,165,15
1,171,8
1,175,7
1,182,11
1,166,15
1,179,5
1,168,8
1,189,9
2,165,10
2,171,5
2,178,2
2,190,5
2,166,9
2,168,7
2,182,7
2,179,3
4,165,9
4,171,7
4,178,4
4,190,6
4,166,7
4,168,6
4,182,3
4,179,3
1,176,6
4,193,2
4,189,7
4,177,3
4,175,3
2,189,7
3,176,2
3,171,4
1,190,5
1,192,1
2,175,2
2,192,1
3,189,4
3,190,3
3,175,4
3,166,4
3,168,2
2,176,2
1,191,1
3,182,3
3,165,3
1,178,1
1,193,1
2,193,1
3,172,1
4,176,1
4,172,1
1,172,1
